"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-04-09,"Bangalore Clients Account","Bhukkad-Display","Topics","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Tikki Tikki-Display","TV Lovers-INt","Display Network","enabled",710,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Bhukkad-Display","Remarketing","Display Network","enabled",607,"0.49%",8.703333,3,26.11,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand Exact","Search Network","enabled",13,"23.08%",7.406667,3,22.22,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Pizzeria-D","Remarketing","Display Network","enabled",55,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",61,"4.92%",5.976667,3,17.93,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Bameys","Bameys-Brand Keywords","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Search Network","enabled",10,"10.00%",18.53,1,18.53,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",0
2015-04-09,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",13,"23.08%",11.793333,3,35.38,0,"0.00%",1,"0.00%",0,0," --",1.7
2015-04-09,"Bangalore Clients Account","Grab Eat Display","remarketing (animation)","Display Network","enabled",268,"6.34%",1.338824,17,22.76,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Marias Goan Kitchen-Display","Foodies+Office+Gift","Display Network","enabled",18,"5.56%",0.43,1,0.43,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Happy Ending","Happy Ending-Exact","Search Network","enabled",37,"8.11%",41.253333,3,123.76,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Bawarchi","Bawarchi","Bawarchi-Exact","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bawarchi","Bawarchi","Bawarchi - Non Veg","Display Network","enabled",473,"0.21%",13.32,1,13.32,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bawarchi","Bawarchi","Bawarchi - Competitor","Display Network","enabled",22,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bawarchi","Bawarchi","Bawarchi-Exact","Search Network","enabled",15,"6.67%",47.69,1,47.69,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bawarchi","Bawarchi","North Indian Cuisine","Display Network","enabled",670,"0.45%",19.24,3,57.72,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bawarchi","Bawarchi","North Indian Cuisine","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Birinz","Birinz Display","INT","Display Network","enabled",2587,"2.05%",1.997736,53,105.88,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Birinz","Text","Phrase & Exact","Search Network","enabled",59,"13.56%",18.1475,8,145.18,0,"0.00%",0,"37.50%",3,0," --",1.1
2015-04-09,"Biryani Paradise","Biryani Paradise","Biryani -Generic-BMM","Search Network","enabled",105,"5.71%",12.168333,6,73.01,0,"0.00%",0,"0.00%",0,0," --",2.9
2015-04-09,"Biryani Paradise","Biryani Paradise-D","Hotel-KCT","Display Network","enabled",4677,"8.85%",0.498261,414,206.28,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Biryani Paradise","Biryani Paradise","Biryai Paradise-BMM","Search Network","enabled",23,"13.04%",20.083333,3,60.25,0,"0.00%",0,"33.33%",1,0," --",1.7
2015-04-09,"Biryani Paradise","Biryani Paradise","Biryani Paradise-Exct","Search Network","enabled",29,"13.79%",10.9575,4,43.83,0,"0.00%",0,"0.00%",0,0," --",1.6
2015-04-09,"Biryani Paradise","Biryani Paradise-D","INT","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Biryani Paradise","Biryani Paradise-D","Food T Pages","Display Network","enabled",115,"10.43%",0.608333,12,7.3,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"BoonDock Bistro","Boondock Bistro Text","Ad Group #1","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Breakfast Club","BREAKFAST CLUB 1","Online Breakfast-Exact","Search Network","enabled",17,"11.76%",19.605,2,39.21,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Breakfast Club","Breakfast Club Display","TV Lovers","Display Network","enabled",401,"0.25%",5.59,1,5.59,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Breakfast Club","BREAKFAST CLUB 1","BREAKFAST CLUB-Exact","Search Network","enabled",13,"30.77%",12.86,4,51.44,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Breakfast Club","BREAKFAST CLUB 1","Online Breakfast-BMM","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Breakfast Club","Breakfast Club Display","Food based INT","Display Network","enabled",40,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Breakfast Club","Breakfast Club Display","Topics","Display Network","enabled",698,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Cafe Five","Cafe Five","Cafe Five - Exact","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Calvins","Calvin - Search","Calvins - Competitor","Search Network","enabled",34,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Calvins","Calvin - Search","Calvin - Exact","Search Network","enabled",11,"27.27%",2.46,3,7.38,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Chawlas 2","Text","Phrase & Exact","Search Network","enabled",78,"3.85%",21.223333,3,63.67,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-09,"Chick N Salsa","Text","Phrase and Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Chunkies","Text","Ad Group #1","Search Network","enabled",38,"2.63%",16.33,1,16.33,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"CorianderLeaf","Coriander Leaf-D","Topics","Display Network","enabled",135,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"CorianderLeaf","Coriander Leaf-D","INT","Display Network","enabled",1963,"5.71%",0.919732,112,103.01,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Cup O Joes- Bangalore","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.6
2015-04-09,"Dande's Biryani","Dande's Biryani Text","Phrase and Broad","Search Network","enabled",9,"44.44%",21.3125,4,85.25,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Delhicious Kitchen","Text","Phrase & Exact","Search Network","enabled",4,"50.00%",18.705,2,37.41,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Desee Dakshin","Text","Phrase & Exact","Search Network","enabled",8,"12.50%",15.78,1,15.78,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"Doner Grill","Doner Grill Display","remarketing","Display Network","enabled",23,"4.35%",1.26,1,1.26,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Doner Grill","DONER GRILL","DONER GRILL-Exact","Search Network","enabled",10,"10.00%",12.39,1,12.39,0,"0.00%",0,"100.00%",1,0," --",1
2015-04-09,"Doner Grill","DONER GRILL","Doner Grill-BMM","Search Network","enabled",15,"13.33%",32.76,2,65.52,0,"0.00%",0,"50.00%",1,0," --",1
2015-04-09,"Doner Grill","Doner Grill Display","INT","Display Network","enabled",755,"6.49%",1.02449,49,50.2,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Doughlicious","Doughlicious","Ad Group #1","Search Network","enabled",334,"1.80%",25.768333,6,154.61,0,"0.00%",0,"0.00%",0,0," --",5.9
2015-04-09,"Doughlicious","Doughlicious Display","TOPICS","Display Network","enabled",1001,"0.20%",5.18,2,10.36,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Doughlicious","Doughlicious Display","INT","Display Network","enabled",6885,"0.33%",4.149565,23,95.44,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Dragon Hut","DH : TEXT","Phrase and Exact","Search Network","enabled",3,"33.33%",16.35,1,16.35,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-09,"Earthen Spices","Earthen Spices","INT","Display Network","enabled",1183,"10.48%",0.800484,124,99.26,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Earthen Spices","Earthen Spices","Topics","Display Network","enabled",46,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Faarsi","Faarsi Display 200 OFF","INT","Display Network","enabled",7071,"0.34%",1.883333,24,45.2,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Faarsi","Faarsi Display 200 OFF","remarketing","Display Network","enabled",82,"2.44%",2.06,2,4.12,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Faarsi","Faarsi","FAARSI_EXACT_GA","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.1
2015-04-09,"Faarsi","Faarsi Display 200 OFF","Topics","Display Network","enabled",1987,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Fired Karamchari","Fired Karamchari Display","Topics","Display Network","enabled",370,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Fired Karamchari","Fired Karamchari Display","INT","Display Network","enabled",6579,"0.33%",2.752273,22,60.55,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Fired Karamchari","Fired Karamchari Display","remarketing","Display Network","enabled",93,"1.08%",4.75,1,4.75,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Fired Karamchari","Fired Karamchari","Brand Keywords","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Flaming Wok","Text","Phrase & Exact","Search Network","enabled",7,"28.57%",27.805,2,55.61,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"Fresco","Fresc co Text","Phrase and Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-09,"Fresco","Fresx Co Dispaly","Ad Group #1","Display Network","enabled",7651,"0.24%",12.29,18,221.22,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"G Dot","GDot Display","Food based","Display Network","enabled",9085,"0.19%",12.049412,17,204.84,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Give Me 5","Give me 5 : Text","Ad Group #1","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"Good Food Cafe","Good Food Cafe","Topics","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Good Food Cafe","Good Food Cafe","Remarketing","Display Network","enabled",65,"1.54%",4.77,1,4.77,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Good Food Cafe","gfc","Pastas","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Good Food Cafe","gfc","GOOD FOOD-EXACT","Search Network","enabled",4,"50.00%",10.9,2,21.8,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Good Food Cafe","Good Food Cafe","INT","Display Network","enabled",7678,"0.43%",6.099091,33,201.27,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Greasy Spoon","Greasy Spoon","Greasy Bangalore","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Haandi","HAANDI","TOPICS","Display Network","enabled",30,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Haandi","Haandi 25%","Topics","Display Network","enabled",1631,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Haandi","Haandi-25% Off","Haandi-Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Haandi","Haandi 25%","INT","Display Network","enabled",8919,"0.24%",5.45381,21,114.53,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Haandi","Haandi-20% Off","Haandi-Exact","Search Network","enabled",17,"23.53%",11.355,4,45.42,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Haandi","HAANDI","INT","Display Network","enabled",975,"0.10%",8.39,1,8.39,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Handpies","Text","Phrase & Exact","Search Network","enabled",16,"6.25%",0.38,1,0.38,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Hungry-I","Text","Text","Search Network","enabled",11,"27.27%",18.603333,3,55.81,0,"0.00%",1,"33.33%",1,0," --",1.5
2015-04-09,"Indian Bistro Company","IBC : Display","Food based","Display Network","enabled",17441,"0.15%",7.896296,27,213.2,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",1254,"0.32%",17.6125,4,70.45,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",31,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",3
2015-04-09,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",1189,"0.34%",9.225,4,36.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",58,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","Realestate-INT","Display Network","enabled",2890,"0.35%",18.982,10,189.82,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Deals-Placement","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Shawarma Factory: Text","Ad Group #1","Search Network","enabled",11,"9.09%",33.12,1,33.12,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously Delhi- Noida","Ofc-INT","Display Network","enabled",5511,"0.20%",17.952727,11,197.48,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously Delhi- Noida","Travelers","Display Network","enabled",409,"0.24%",18.36,1,18.36,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Sugar Cube Text","Ad Group #1","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Express Dhaba","INT","Display Network","enabled",2442,"2.05%",1.1,50,55,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Lockup Text","Ad Group #1","Search Network","enabled",18,"11.11%",31.53,2,63.06,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-09,"INFO LIMETRAY","Sugar Cube Display","Ad Group #1","Display Network","enabled",6563,"0.38%",8.2896,25,207.24,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","DD-GURGAON- Display","Display Network","enabled",461,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","VIVA-Display","VIVA - INT","Display Network","enabled",1308,"0.23%",6.593333,3,19.78,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Express Dhaba","Topics","Display Network","enabled",100,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",22,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",79,"3.80%",13.283333,3,39.85,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",24,"4.17%",4.83,1,4.83,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Dilliciously Delhi- Noida","NOIDA-RETARGET","Display Network","enabled",505,"0.20%",22.41,1,22.41,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Deals-Delhi-KCT","Display Network","enabled",2675,"0.26%",14.288571,7,100.02,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Izu Restaurant","IZU - Exact","Search Network","enabled",1,"100.00%",20.85,1,20.85,0,"0.00%",0,"100.00%",1,0," --",1
2015-04-09,"INFO LIMETRAY","Kashmiri Kitchen","Kashmiri Kitchen - Retarget","Display Network","enabled",76,"1.32%",4.01,1,4.01,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","ofc-INT","Display Network","enabled",1366,"0.07%",17.33,1,17.33,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika - Competitor","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.8
2015-04-09,"INFO LIMETRAY","Pep Box","Pep Box- Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","DD-DELHI DISPLAY","Display Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Istanbul Doner","Istanbul Doner","Istanbul-BMM","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-09,"Jimmy's Gourmet","Jimmys","Brand Keyword","Search Network","enabled",7,"28.57%",4.2,2,8.4,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Just Shawarma","Text","Phrase & exact","Search Network","enabled",7,"14.29%",18.85,1,18.85,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"JW Mirage","Text","Phrase & Broad","Search Network","enabled",16,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-09,"Kamboj Restaurant","Kamboj : Text","Ad Group #1","Search Network","enabled",31,"3.23%",13.35,1,13.35,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-09,"Kebab Gali","Kebab Gali Display","INT","Display Network","enabled",2088,"5.36%",1.05875,112,118.58,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebab Gali","kebab gali","Kebab Gali- Brand Keywords","Search Network","enabled",12,"16.67%",17.8,2,35.6,0,"0.00%",0,"0.00%",0,0," --",1.9
2015-04-09,"Kebab Gali","Kebab Gali Display","Topics","Display Network","enabled",24,"4.17%",1.21,1,1.21,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-S","Kebabs & Curries - Distant Competitor","Search Network","enabled",22,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-09,"Kebabs N Curries","Kebabs n curries-Display","Passport+KCT","Display Network","enabled",39,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-Display","Travellers-INT","Display Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-Display","Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-S","Kebabs & Curries - Main Competitor","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-S","Curry-BMM-Generic","Search Network","enabled",16,"6.25%",48.92,1,48.92,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Kebabs N Curries","Kebabs n curries-S","Kebabs n Curries","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Kebabs N Curries","Kebabs n curries-Display","TOPICS","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-D","Topics","Display Network","enabled",1005,"0.10%",0.46,1,0.46,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-D","remarketing","Display Network","enabled",86,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-D","INT-Food","Display Network","enabled",115,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-D","Deals-Paytm","Display Network","enabled",1012,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-S","KC-Exact","Search Network","enabled",41,"9.76%",42.29,4,169.16,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Khaaja Chowk","KC-S","KC-BMM","Search Network","enabled",15,"13.33%",28.57,2,57.14,0,"0.00%",0,"50.00%",1,0," --",1
2015-04-09,"khan saheb","Khan Saheb","Khan Saheb-Exact","Search Network","enabled",45,"15.56%",8.722857,7,61.06,0,"0.00%",1,"14.29%",1,0," --",1
2015-04-09,"khan saheb","Khan Saheb","rolls and kebabs","Search Network","enabled",42,"2.38%",46.85,1,46.85,0,"0.00%",0,"0.00%",0,0," --",2.6
2015-04-09,"khan saheb","Khan Saheb","Khan Saheb-BMM","Search Network","enabled",61,"9.84%",14.055,6,84.33,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"khan saheb","KhanSaheb-D","Retargeting","Display Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"khan saheb","KhanSaheb-D","Topics","Display Network","enabled",2652,"0.11%",7.023333,3,21.07,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"khan saheb","KhanSaheb-D","INT","Display Network","enabled",14535,"0.36%",3.992885,52,207.63,0,"0.00%",0,"0.00%",0,0," --",1
