"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-04-04,"INFO LIMETRAY","Dilliciously Delhi- Noida","Ofc-INT","Display Network","enabled",5376,"0.19%",16.852,10,168.52,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Jimmys","Brand Keyword","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-24,"INFO LIMETRAY","YO China - DISPLAY","Yo China- DISPLAY","Display Network","enabled",1196,"0.50%",18.283333,6,109.7,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","New York Slice","New York Slice - Exact","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",5
2015-04-02,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","DD-DELHI DISPLAY","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","ofc-INT","Display Network","enabled",1017,"0.59%",15.503333,6,93.02,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Jimmys","Brand Keyword","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"44.44%",1.3
2015-03-25,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","ofc-INT","Display Network","enabled",3937,"0.10%",19.0375,4,76.15,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","56 Italian","Ad Group #1","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-05,"INFO LIMETRAY","Jimmys","Brand Keyword","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Deals-Delhi-KCT","Display Network","enabled",2717,"0.37%",16.314,10,163.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","DD-GURGAON- Display","Display Network","enabled",989,"0.10%",14.99,1,14.99,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Lockup Text","Ad Group #1","Search Network","enabled",32,"3.12%",26.23,1,26.23,0,"0.00%",0,"0.00%",0,0,"68.09%",1.8
2015-04-01,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika - Competitor","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",1.8
2015-03-30,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Deals-Delhi-KCT","Display Network","enabled",1850,"0.43%",18.1925,8,145.54,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Izu Restaurant","IZU - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-31,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","DD-GURGAON- Display","Display Network","enabled",2199,"0.23%",11.112,5,55.56,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Dilliciously Delhi- Noida","Ofc-INT","Display Network","enabled",3964,"0.15%",18.53,6,111.18,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Asian Bistro Text","Ad Group #1","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"33.33%",3.3
2015-04-04,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","Realestate-INT","Display Network","enabled",623,"0.80%",18.482,5,92.41,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Leaping Caravan","Remarketing - 20%","Display Network","enabled",22,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Tawak Text","Ad Group #1","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"44.44%",1.5
2015-03-26,"INFO LIMETRAY","56 Italian","Ad Group #1","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-30,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","DD-GURGAON- Display","Display Network","enabled",233,"0.43%",19.48,1,19.48,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Fired Karamchari Display","Interests","Display Network","enabled",942,"0.11%",4.68,1,4.68,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Asian Bistro Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-03,"INFO LIMETRAY","Dilliciously Delhi- Noida","NOIDA-RETARGET","Display Network","enabled",306,"0.33%",15.14,1,15.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Dilliciously Delhi- Noida","Ofc-INT","Display Network","enabled",3615,"0.14%",19.506,5,97.53,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","Fidahh","Fidahh- Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-05,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","DD-DELHI DISPLAY","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Kamboj : Text","Ad Group #1","Search Network","enabled",14,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"31.82%",1.6
2015-03-24,"INFO LIMETRAY","DILLICIOUSLY DELHI-GURGAON","DD-GURGAON- Display","Display Network","enabled",1752,"0.11%",12.47,2,24.94,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","MOETS CURRY POT-NewDisplay-remarketing","Remarketing","Display Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Pep Box","Pep Box- Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-05,"INFO LIMETRAY","Shawarma Factory: Text","Ad Group #1","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","MOETS CURRY POT-NewDisplay-remarketing","Remarketing","Display Network","enabled",20,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Jimmys","Brand Keyword","Search Network","enabled",7,"14.29%",24.16,1,24.16,0,"0.00%",0,"0.00%",0,0,"87.50%",1
2015-03-26,"INFO LIMETRAY","Dilliciously Delhi- Noida","NOIDA-RETARGET","Display Network","enabled",1110,"0.18%",11.61,2,23.22,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Asian Bistro Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-30,"INFO LIMETRAY","Lockup Text","Ad Group #1","Search Network","enabled",16,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"64.00%",1.4
2015-03-24,"INFO LIMETRAY","BREAKFAST CLUB","BREAKFAST CLUB-Remarketing","Display Network","enabled",14,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",21,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",2343,"0.21%",22.364,5,111.82,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",236,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-31,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"28.57%",1
2015-03-23,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"28.57%",2
2015-04-03,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",2
2015-03-28,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",98,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-27,"INFO LIMETRAY","Singh Ching Display","Ad Group #1","Display Network","enabled",9850,"0.21%",8.830952,21,185.45,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",194,"0.52%",9.41,1,9.41,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"36.00%",1.2
2015-04-01,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",5208,"0.48%",8.4056,25,210.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",2
2015-03-28,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",1,"100.00%",4.37,1,4.37,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-01,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-25,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"25.00%",1
2015-03-31,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",184,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Singh Ching Display","Ad Group #1","Display Network","enabled",4736,"0.53%",8.1504,25,203.76,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",309,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-25,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",14998,"0.13%",12.3905,20,247.81,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-29,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",121,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Noodle Box-D","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",2779,"0.47%",9.662308,13,125.61,0,"0.00%",0,"0.00%",0,1," --",1
2015-04-02,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-27,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",2,"50.00%",25.24,1,25.24,0,"0.00%",0,"0.00%",0,0,"66.67%",1.5
2015-03-23,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",172,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",11683,"0.26%",6.811,30,204.33,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",82,"1.22%",6.61,1,6.61,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",6893,"0.32%",10.680909,22,234.98,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","56 Italian Text","Ad Group #1","Display Network","enabled",8313,"0.30%",8.4456,25,211.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","New York Slice-d","NYS-RETARGET","Display Network","enabled",3336,"0.48%",13.326875,16,213.23,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",3162,"0.57%",8.391667,18,151.05,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-26,"INFO LIMETRAY","SUSHI HAUS","SUSHI HAUS-RETARGETING","Display Network","enabled",21031,"0.57%",17.05,120,2046,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",5102,"0.49%",6.9956,25,174.89,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",198,"1.01%",9.94,2,19.88,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"25.58%",1.8
2015-03-31,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",432,"0.69%",9.226667,3,27.68,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",147,"0.68%",12.04,1,12.04,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",7910,"0.25%",10.542,20,210.84,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"20.00%",1
2015-03-27,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",7613,"0.30%",8.281304,23,190.47,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",423,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Zambar-D","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"17.39%",1
2015-03-24,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-31,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"66.67%",1.9
2015-03-25,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",13254,"0.18%",8.655417,24,207.73,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Subhub","Subhub - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-26,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",60,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-29,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-30,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"60.00%",2.3
2015-04-05,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","VIVA-Display","Topics","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-04,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-25,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",76,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","DEEWANI HAANDI DISPLAY","Remarketing","Display Network","enabled",29,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",57,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",4
2015-03-27,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"20.00%",3
2015-04-05,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Fired Karamchari Display","Ad Group #1","Display Network","paused",1767,"0.85%",8.16,15,122.4,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",2827,"0.14%",8.815,4,35.26,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","56 Italian Text","Ad Group #1","Display Network","enabled",4264,"0.59%",8.166,25,204.15,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",13066,"0.15%",12.572105,19,238.87,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",29,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-24,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-04,"INFO LIMETRAY","VIVA-Display","Topics","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",16,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"42.11%",1.3
2015-03-30,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",56,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",753,"0.27%",7.575,2,15.15,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","New York Slice-d","NYS-RETARGET","Display Network","enabled",2953,"0.37%",21.354545,11,234.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",649,"0.15%",13.36,1,13.36,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",184,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",118,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"33.33%",2
2015-03-24,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",53,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"43.48%",1.3
2015-04-02,"INFO LIMETRAY","Lets Noodles","INT","Display Network","enabled",47212,"0.33%",6.15462,158,972.43,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-01,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",2488,"0.24%",21.611667,6,129.67,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"75.00%",1
2015-03-26,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",37,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Doughlicious","Doughlicious- Distant Competitor","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"12.20%",4.4
2015-03-23,"INFO LIMETRAY","Doughlicious","Doughlicious  - Main Competitor","Search Network","enabled",17,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"13.39%",1.4
2015-03-24,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-27,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"14.29%",1.6
2015-03-23,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-31,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-30,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",2883,"0.21%",7.736667,6,46.42,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-27,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",2897,"0.45%",9.632308,13,125.22,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",114,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
